Body_Type,Gender,Diet,How_Often_Shower,Heating_Energy_Source,Transport,Social_Activity,Monthly_Grocery_Bill,Frequency_of_Traveling_by_Air,Vehicle_Monthly_Distance_Km,Waste_Bag_Size,Waste_Bag_Weekly_Count,How_Long_TV_PC_Daily_Hour,How_Many_New_Clothes_Monthly,How_Long_Internet_Daily_Hour,Energy_Efficiency,CarbonEmission
overweight,male,pescatarian,less frequently,wood,private,often,209,very frequently,8773,extra large,6,17,34,2,Yes,6093
underweight,female,omnivore,less frequently,natural gas,private,sometimes,222,frequently,3765,extra large,5,20,32,0,Sometimes,2801
underweight,female,pescatarian,twice a day,coal,private,often,251,never,5189,large,4,13,3,12,Sometimes,2326
underweight,female,pescatarian,more frequently,electricity,private,sometimes,268,very frequently,3183,small,4,15,7,5,Sometimes,2509
obese,male,vegetarian,daily,coal,walk/bicycle,often,277,never,91,small,1,15,14,0,No,1309
normal,male,vegan,less frequently,natural gas,public,never,152,rarely,1488,medium,3,24,27,11,Sometimes,1444
underweight,female,vegan,more frequently,wood,private,sometimes,189,never,9219,small,1,9,18,8,Sometimes,893
overweight,male,pescatarian,twice a day,electricity,private,sometimes,246,never,3452,small,4,17,28,4,Sometimes,2057
obese,female,pescatarian,daily,wood,walk/bicycle,sometimes,79,frequently,54,large,5,23,39,9,Yes,2468
obese,male,pescatarian,twice a day,natural gas,public,often,183,frequently,450,medium,3,22,24,21,No,2712
normal,female,omnivore,daily,natural gas,private,never,287,frequently,3361,large,2,22,49,23,Yes,2619
overweight,female,pescatarian,less frequently,electricity,private,never,180,never,8904,large,2,12,27,14,Yes,2235
underweight,female,pescatarian,less frequently,electricity,walk/bicycle,sometimes,163,very frequently,84,small,7,20,40,11,No,1943
overweight,female,vegetarian,more frequently,wood,walk/bicycle,never,158,never,65,small,7,13,19,19,No,1300
obese,female,vegetarian,daily,electricity,private,sometimes,287,very frequently,8163,small,4,1,18,18,No,3663
normal,female,vegan,more frequently,wood,walk/bicycle,sometimes,172,very frequently,64,small,5,10,47,7,Yes,2382
normal,female,vegan,more frequently,natural gas,walk/bicycle,never,75,never,82,large,2,10,40,21,Sometimes,1024
obese,female,omnivore,twice a day,electricity,public,never,102,never,863,large,3,23,34,4,Yes,955
obese,female,vegan,daily,natural gas,private,often,263,rarely,3847,extra large,1,3,17,21,Sometimes,2516
obese,male,pescatarian,daily,natural gas,private,often,210,never,3136,large,1,13,15,15,No,1454
obese,male,omnivore,less frequently,coal,private,never,280,frequently,9683,extra large,7,18,19,15,No,5176
underweight,male,pescatarian,daily,natural gas,walk/bicycle,often,59,very frequently,72,extra large,6,4,39,7,Yes,2939
obese,male,vegan,daily,coal,private,sometimes,273,rarely,3263,medium,6,8,48,8,Yes,4087
underweight,male,omnivore,less frequently,coal,public,never,112,frequently,741,medium,4,22,19,16,No,1964
overweight,female,vegetarian,daily,coal,public,often,272,rarely,1931,small,1,11,24,23,Yes,1625
overweight,female,pescatarian,daily,wood,public,never,83,frequently,959,large,7,3,4,20,Yes,1802
obese,male,pescatarian,twice a day,wood,public,often,134,never,1510,medium,4,7,5,16,Sometimes,1385
normal,male,omnivore,daily,electricity,private,never,283,rarely,8386,large,7,6,16,8,Sometimes,3056
overweight,female,pescatarian,less frequently,natural gas,public,often,169,rarely,1957,small,2,16,5,7,No,1204
overweight,female,pescatarian,daily,wood,private,never,100,never,9426,small,6,12,9,7,Sometimes,3330
overweight,male,vegan,daily,natural gas,private,often,234,never,8659,large,1,8,10,11,Yes,926
obese,female,vegetarian,daily,wood,public,sometimes,55,very frequently,1682,medium,6,6,13,17,No,2734
underweight,female,pescatarian,twice a day,electricity,public,sometimes,160,very frequently,111,medium,3,7,12,6,Yes,1468
overweight,male,pescatarian,more frequently,electricity,walk/bicycle,often,241,never,8,small,2,6,17,1,No,1124
obese,male,vegetarian,less frequently,wood,private,often,160,rarely,243,small,4,7,7,24,Yes,1587
normal,male,pescatarian,daily,electricity,public,never,118,never,1624,extra large,3,10,35,0,No,1473
normal,male,pescatarian,twice a day,natural gas,walk/bicycle,never,207,never,58,medium,6,15,9,8,Yes,1164
obese,female,pescatarian,twice a day,coal,private,sometimes,272,very frequently,7008,large,4,3,28,17,No,5133
underweight,female,vegetarian,less frequently,electricity,private,sometimes,246,very frequently,7408,medium,1,22,44,2,No,1913
normal,male,pescatarian,daily,coal,public,never,86,frequently,1791,small,5,9,38,17,Yes,2266
normal,male,vegetarian,less frequently,coal,public,often,92,frequently,87,medium,3,13,2,4,Sometimes,1415
normal,male,vegan,daily,wood,private,often,212,never,499,medium,4,17,26,21,No,1318
overweight,male,vegan,more frequently,electricity,private,often,160,rarely,7368,extra large,3,13,2,16,No,2584
underweight,male,omnivore,less frequently,coal,walk/bicycle,often,294,very frequently,58,small,5,11,30,22,Yes,3053
overweight,male,vegan,twice a day,electricity,walk/bicycle,often,162,never,66,extra large,1,15,43,20,No,1585
underweight,female,vegetarian,daily,natural gas,private,sometimes,73,never,6251,medium,5,12,38,15,Yes,1304
overweight,female,vegetarian,less frequently,wood,private,never,210,rarely,2871,large,1,15,35,0,Yes,1684
obese,male,pescatarian,twice a day,electricity,private,never,263,very frequently,8242,medium,2,16,23,21,Sometimes,5399
underweight,male,vegetarian,daily,coal,public,sometimes,232,rarely,1127,medium,1,19,45,16,No,1731
underweight,male,omnivore,twice a day,wood,public,never,281,never,1779,medium,4,9,20,15,Sometimes,1334
obese,female,omnivore,more frequently,coal,private,often,156,never,8152,large,3,20,16,18,No,3687
obese,female,vegetarian,daily,wood,public,often,192,frequently,1101,small,4,11,35,6,Yes,2177
normal,female,vegan,twice a day,natural gas,walk/bicycle,often,69,frequently,39,small,4,20,45,9,Yes,1813
obese,male,vegan,daily,natural gas,public,never,251,never,939,medium,7,18,6,22,No,1298
overweight,female,pescatarian,daily,wood,walk/bicycle,often,122,rarely,63,medium,2,22,13,2,No,1277
underweight,female,vegetarian,twice a day,wood,walk/bicycle,never,276,very frequently,97,large,2,11,1,5,Yes,1714
overweight,male,vegetarian,more frequently,electricity,public,sometimes,61,rarely,1732,extra large,6,24,5,23,No,1912
overweight,male,vegan,daily,coal,private,sometimes,62,very frequently,5737,medium,1,5,20,20,Yes,4284
normal,male,vegetarian,twice a day,coal,private,sometimes,196,very frequently,2580,medium,2,12,49,1,No,2830
normal,female,vegetarian,daily,wood,public,sometimes,202,rarely,1903,large,4,9,14,22,Yes,1447
overweight,female,vegetarian,more frequently,natural gas,private,sometimes,198,frequently,8422,medium,6,12,5,17,Yes,3636
obese,female,omnivore,twice a day,natural gas,private,often,67,never,8858,medium,6,11,10,10,Sometimes,3875
obese,male,omnivore,more frequently,electricity,walk/bicycle,often,104,frequently,16,medium,2,18,9,16,No,1760
obese,male,vegetarian,more frequently,wood,public,sometimes,296,rarely,431,extra large,7,16,12,16,Sometimes,2660
underweight,female,pescatarian,daily,wood,public,often,162,very frequently,459,large,5,1,32,19,Yes,2550
obese,female,pescatarian,daily,natural gas,walk/bicycle,sometimes,277,never,7,extra large,3,15,14,20,No,1418
obese,female,vegetarian,more frequently,natural gas,walk/bicycle,sometimes,179,frequently,73,extra large,7,22,45,3,Yes,2998
overweight,male,pescatarian,more frequently,electricity,private,often,73,never,8299,small,2,4,33,14,Sometimes,3469
obese,female,pescatarian,more frequently,natural gas,public,sometimes,107,rarely,1493,extra large,6,0,45,16,Sometimes,2636
normal,female,vegan,daily,coal,walk/bicycle,sometimes,132,frequently,32,extra large,4,21,26,4,Yes,1974
overweight,male,vegan,less frequently,electricity,public,often,236,rarely,1438,small,7,5,48,6,Yes,1583
underweight,male,vegetarian,twice a day,natural gas,walk/bicycle,sometimes,169,very frequently,86,small,2,18,4,4,Sometimes,2006
underweight,female,pescatarian,daily,coal,walk/bicycle,never,61,very frequently,52,small,5,17,11,21,Yes,1937
obese,female,omnivore,twice a day,coal,public,never,160,rarely,1628,extra large,6,19,39,13,Yes,2647
underweight,female,omnivore,twice a day,coal,public,sometimes,126,never,1756,medium,1,12,21,5,Yes,904
underweight,female,pescatarian,less frequently,coal,walk/bicycle,never,160,never,59,medium,1,5,11,17,Sometimes,872
obese,female,pescatarian,daily,coal,public,often,118,rarely,419,medium,3,17,8,24,No,1792
normal,female,omnivore,less frequently,natural gas,private,sometimes,244,rarely,6420,medium,2,18,27,7,No,1310
overweight,female,vegetarian,more frequently,wood,walk/bicycle,never,173,rarely,37,small,2,15,34,10,No,1060
overweight,male,pescatarian,twice a day,wood,walk/bicycle,often,79,never,8,large,1,20,16,19,Sometimes,1069
underweight,male,pescatarian,daily,natural gas,walk/bicycle,often,180,frequently,21,medium,7,7,15,15,Sometimes,1885
overweight,male,vegan,more frequently,natural gas,private,sometimes,104,very frequently,6802,extra large,4,5,21,22,No,4154
underweight,male,vegan,daily,natural gas,private,often,167,rarely,7375,large,4,22,10,23,Sometimes,2545
overweight,female,pescatarian,twice a day,wood,private,sometimes,165,rarely,1346,extra large,7,14,19,13,Yes,2116
underweight,female,vegan,twice a day,electricity,public,never,220,rarely,1339,large,5,16,48,15,Yes,1526
underweight,female,pescatarian,daily,natural gas,private,sometimes,154,rarely,6692,large,5,14,24,17,Yes,2361
normal,female,omnivore,daily,natural gas,private,sometimes,61,frequently,9811,large,3,16,24,11,Yes,3898
overweight,female,pescatarian,daily,wood,walk/bicycle,often,116,very frequently,57,large,4,20,15,18,Yes,2589
obese,female,vegetarian,daily,natural gas,walk/bicycle,sometimes,244,frequently,29,medium,4,1,28,11,No,2070
normal,male,vegetarian,daily,coal,walk/bicycle,never,197,never,48,extra large,3,6,14,1,Sometimes,1150
underweight,male,pescatarian,less frequently,natural gas,public,sometimes,63,rarely,1561,large,4,18,29,2,No,1547
normal,male,vegan,twice a day,wood,walk/bicycle,often,105,very frequently,99,small,1,20,17,2,Sometimes,2349
normal,female,pescatarian,more frequently,natural gas,walk/bicycle,sometimes,69,very frequently,33,extra large,6,10,20,12,Sometimes,2926
overweight,female,pescatarian,more frequently,electricity,public,never,81,never,1002,medium,6,11,40,4,Yes,1171
underweight,male,pescatarian,twice a day,natural gas,walk/bicycle,often,253,never,34,large,5,2,50,21,Sometimes,1964
obese,male,pescatarian,more frequently,natural gas,private,often,153,never,2614,extra large,5,19,26,6,No,2152
obese,female,vegetarian,twice a day,electricity,private,never,87,frequently,4737,large,7,16,13,8,Yes,2545
overweight,female,omnivore,twice a day,natural gas,walk/bicycle,sometimes,293,frequently,14,extra large,2,13,41,7,Yes,2158
overweight,male,pescatarian,daily,coal,public,often,56,rarely,1060,small,3,0,47,13,No,2318
obese,female,omnivore,more frequently,coal,private,sometimes,171,very frequently,8713,small,6,8,45,15,Yes,3336
underweight,female,pescatarian,less frequently,electricity,walk/bicycle,sometimes,173,never,87,small,2,19,50,8,No,879
overweight,male,vegan,daily,wood,private,often,228,rarely,6239,medium,6,18,29,18,No,2951
normal,female,vegetarian,daily,coal,public,sometimes,248,very frequently,207,medium,6,12,29,16,Yes,2556
underweight,female,omnivore,twice a day,wood,walk/bicycle,often,91,frequently,13,extra large,1,19,44,16,Yes,1695
normal,male,pescatarian,twice a day,wood,walk/bicycle,never,267,frequently,13,large,6,14,21,19,Yes,2257
overweight,male,pescatarian,daily,electricity,public,sometimes,86,rarely,1964,medium,5,16,18,17,No,1659
obese,male,vegetarian,twice a day,electricity,public,sometimes,100,very frequently,1660,extra large,2,1,38,0,Yes,2701
overweight,male,omnivore,daily,electricity,walk/bicycle,often,283,frequently,78,medium,2,8,45,17,No,2488
underweight,male,pescatarian,more frequently,coal,walk/bicycle,sometimes,150,rarely,13,extra large,4,15,18,6,No,1825
normal,male,pescatarian,less frequently,wood,public,sometimes,110,rarely,1483,extra large,4,22,35,8,Sometimes,1862
underweight,male,vegan,daily,natural gas,walk/bicycle,sometimes,102,rarely,76,large,5,14,15,2,Yes,1279
normal,female,vegetarian,less frequently,wood,walk/bicycle,often,269,rarely,66,medium,5,5,16,3,Sometimes,1203
overweight,female,vegetarian,less frequently,coal,private,sometimes,296,frequently,6813,medium,7,3,15,16,Yes,4773
underweight,male,pescatarian,daily,coal,walk/bicycle,often,177,never,94,small,3,9,49,12,Yes,1762
overweight,female,vegetarian,more frequently,wood,walk/bicycle,often,101,rarely,7,medium,5,23,0,12,No,1070
obese,female,pescatarian,more frequently,wood,public,sometimes,99,frequently,540,large,1,4,7,1,No,1259
overweight,male,omnivore,more frequently,wood,public,often,233,never,1027,medium,1,18,48,12,Yes,1928
obese,male,pescatarian,more frequently,electricity,private,never,81,rarely,4327,medium,3,24,3,7,Yes,1645
obese,male,vegetarian,twice a day,electricity,public,often,172,never,1802,large,1,12,9,12,Sometimes,863
overweight,male,pescatarian,daily,coal,private,often,157,never,2728,extra large,3,24,38,0,No,2141
normal,male,vegan,less frequently,electricity,public,never,213,very frequently,1864,extra large,2,19,10,14,No,2220
overweight,male,pescatarian,twice a day,electricity,public,often,296,very frequently,53,medium,4,15,31,0,No,2727
obese,female,vegan,less frequently,electricity,public,sometimes,229,very frequently,1808,extra large,6,5,41,8,Yes,3235
obese,male,omnivore,less frequently,electricity,public,sometimes,219,never,1484,small,3,18,14,10,Yes,1397
underweight,female,omnivore,twice a day,natural gas,walk/bicycle,often,221,never,2,medium,4,5,44,7,No,1613
normal,male,pescatarian,less frequently,natural gas,private,never,120,frequently,4098,small,7,0,21,6,Sometimes,3144
overweight,male,vegan,twice a day,natural gas,public,never,92,frequently,1968,extra large,1,18,4,6,Sometimes,1517
underweight,male,omnivore,more frequently,natural gas,public,never,200,frequently,1360,large,6,16,38,22,Yes,2476
normal,male,pescatarian,less frequently,coal,private,never,281,frequently,6484,extra large,7,0,37,19,Sometimes,2842
normal,female,omnivore,less frequently,coal,walk/bicycle,often,254,frequently,39,large,7,20,6,11,Yes,2193
obese,female,omnivore,twice a day,natural gas,walk/bicycle,never,178,never,4,small,4,17,14,23,No,1075
underweight,female,omnivore,twice a day,wood,walk/bicycle,never,68,rarely,22,small,4,11,30,6,No,1093
underweight,female,pescatarian,less frequently,wood,walk/bicycle,sometimes,161,never,70,large,5,16,49,22,No,1539
underweight,male,pescatarian,less frequently,wood,private,often,210,never,9939,extra large,3,0,21,1,Yes,3549
normal,male,vegetarian,daily,natural gas,public,never,222,never,477,extra large,6,16,10,4,Sometimes,1520
underweight,male,vegetarian,more frequently,coal,walk/bicycle,sometimes,223,very frequently,38,large,3,21,40,2,Sometimes,2786
overweight,male,pescatarian,twice a day,coal,walk/bicycle,sometimes,146,frequently,6,large,2,9,8,5,Yes,1927
underweight,male,vegan,more frequently,coal,public,often,52,very frequently,680,large,7,5,33,0,Sometimes,3327
underweight,male,vegetarian,less frequently,natural gas,public,often,84,frequently,165,extra large,2,22,36,10,No,1772
underweight,male,pescatarian,less frequently,electricity,walk/bicycle,sometimes,64,very frequently,2,extra large,4,9,7,17,No,2342
overweight,female,omnivore,twice a day,electricity,private,sometimes,138,rarely,298,small,1,7,19,11,Sometimes,1009
obese,male,pescatarian,less frequently,wood,public,often,119,very frequently,988,large,1,5,24,16,Yes,2874
obese,male,omnivore,daily,natural gas,walk/bicycle,often,92,rarely,31,medium,5,21,35,9,No,2445
underweight,female,pescatarian,twice a day,coal,private,often,92,never,1022,large,1,15,25,13,Sometimes,1387
normal,female,omnivore,more frequently,natural gas,walk/bicycle,never,166,never,5,medium,5,8,15,22,No,1236
normal,male,vegetarian,less frequently,coal,public,sometimes,296,frequently,245,small,4,15,39,24,No,2280
obese,male,pescatarian,twice a day,natural gas,public,often,223,never,1975,medium,2,15,47,2,Yes,1968
obese,male,pescatarian,twice a day,wood,private,never,70,frequently,9914,medium,1,14,33,6,Yes,1872
normal,female,vegan,twice a day,coal,walk/bicycle,often,59,rarely,78,medium,4,18,17,15,Sometimes,1273
overweight,female,pescatarian,more frequently,electricity,walk/bicycle,never,146,never,35,small,1,0,31,20,Sometimes,847
overweight,male,pescatarian,less frequently,electricity,public,never,88,rarely,1234,large,3,19,30,10,Yes,1339
normal,male,vegan,less frequently,wood,private,never,161,very frequently,6865,large,6,9,43,6,Sometimes,5578
overweight,female,pescatarian,less frequently,natural gas,private,often,230,rarely,9710,extra large,3,5,5,1,Sometimes,4473
